,category,sub_category,techs
674,Finance And Accounting,Financial Risk Management,"['CCRM' 'Willis Towers Watson' 'Fermat CAD' 'Oracle Financials Cloud'
 'Gallagher' 'MetricStream' 'Cortera Pulse' 'Trintech'
 'Tipalti AP Automation' 'eFront' 'Reval' 'Riskonnect' 'Abrigo'
 'VectorVest Canada' 'Numerix' 'RiskMonitor' 'GDS Link' 'Protecht.ERM'
 'CLEARVISION' 'HighBond' 'The Keylight Platform' 'ClearRisk'
 'Kamakura Risk Manager' 'Pocket Risk' 'Kiodex' 'Prevedere'
 'Integrated Capital Engine' 'OpenGamma Platform'
 'Temenos Financial Crime Mitigation'
 'Argus Information and Advisory Services' 'Zoot Origination'
 'FIS Adaptiv' 'Portfolio Optimization' 'FIS Aligne'
 'Trading and Risk Toolkit' 'Portfolio Optimizer' 'TraderXL Pro'
 'Risk & Liquidity' 'HiddenLevers' 'CSC Riskmaster' 'Axe Finance'
 'Ideagen Pentana' 'Perceptiv' 'DisclosureNet' 'FIS BancWare'
 'IRA Bank Monitor' 'Global Analytics' 'Riskturn' 'TreasuryView'
 'Style Research' 'Digital Matrix Systems' 'Financial Radar Screen'
 'RiskAPI Add-In' 'Thomson Reuters World-Check' 'Protozoa' 'KnowRisk'
 'ITEM ToolKit' 'RiskEdge' 'Oracle PeopleSoft Risk Management'
 'Credit Quality Solution (CQS)' 'FIS APT' 'Kyriba'
 'PRMS Risk Management System' 'Risk Controller' 'GlobalBackOffice'
 'CRS Risk' 'ForecastThis']"
675,Productivity And Operations,Virtual Assistant,['Haptik' 'Clara' 'Posh' 'Exceed.ai' 'Kasisto']
676,Productivity And Operations,Automobile Repair And Maintenance Software,"['ALLDATA' 'NAPA TRACS' 'Tekmetric'
 'Oracle Complex Maintenance Repair and Overhaul']"
677,Productivity And Operations,Environmental Management,['Sphera' 'Quentic' 'Persefoni' 'DataPipe']
678,Productivity And Operations,Grant Management,['Benevity' 'Award Force' 'Workday Grants Management' 'Instrumentl']
679,Productivity And Operations,Legal Services,['iubenda' 'Qualia Connect' 'TitleTap']
680,Productivity And Operations,Other B2B Software,['eDirectory' 'Clientexec' 'Visionware' 'Clearly Rated']
681,Productivity And Operations,Real Estate Listing Management,['Zillow' 'LoopNet' 'Trulia' 'Realtor.com']
682,Marketing,Twitter Marketing,"['Twitter Analytics' 'Twiends' 'Twitterfall' 'Fanbase' 'Narrow'
 'Mass Planner' 'Social Quant' 'Holr.co' 'Owlead' 'Tweet Archivist'
 'TweetFull' 'TweetFavy' 'Hypegrowth' 'Flightly for Twitter Ads'
 'Refollow' 'SocialDog' 'Tweeps.co' 'TweetPup']"
683,Marketing,Ad Exchange,"['Google Doubleclick' 'Bing Ads' 'Rubicon Project' 'OpenX' 'PulsePoint'
 'Fyber' 'LiveIntent' 'FreeWheel' 'SmartyAds' 'AdJug' 'MediaAlpha'
 'RealVu' 'Spoutable' 'Jelli' 'Content.ad' 'AcceptableAds Exchange (AAX)'
 'Collective' 'Rubicon Buyer Cloud']"
684,Marketing,Advocate Marketing,"['Mention Me - Referral Marketing Platform' 'Influitive' 'Retently NPS'
 'Sociabble' 'Circulate.it' 'Crowdskout' 'Kredible'
 'Grassroots Advocacy System' 'Advocately' 'SoAmpli' 'Votility'
 'Needle Advocate' 'Promoto' 'SocioAdvocacy' 'Socxo' 'uCampaign']"
685,Marketing,Interactive Content Marketing,"['Genially' 'Amazon Athena' 'Turtl' 'Vizia' 'Maglr' 'Outgrow' 'Dot'
 'Verse' 'MarketMuse' 'Spott' '4screens' 'Zembula' 'Shorthand' 'Plyfe'
 'Kuia' 'PlayBuzz Publishers' 'ShowHows']"
686,Marketing,Behavioral Targeting,"['InfoLinks' 'BlueConic' 'Adman' 'iAdvize' 'Twik' 'ExitIntel' 'BounceX'
 'RevenueHits' 'Clicksor' 'Vistar Media' 'Pontis' '8digits' 'Netmining'
 'adbrix' 'Conversant' 'Digital Mortar' 'BeamPulse' 'BTBuckets'
 'Comprendi Text2Insight']"
687,Marketing,Cross-Device Targeting,"['Signal' 'Tapad' 'RhythmOne' 'dstillery' 'Appier' 'Qualia' 'Sociomantic'
 'The Trade Desk' 'Digilant' 'Specefic Media' 'Drawbridge' '4INFO'
 'Experian Marketing Suite' 'TellApart' 'ActionX' 'Augur' 'C3 Metrics'
 'Crosswise']"
688,Marketing,Mobile DSP,"['LoopMe' 'Smadex' 'Fiksu' 'Persona.ly' 'Adelphic Mobile' 'NinthDecimal'
 'Splicky' 'Mobusi' 'Pocketmath PRO' 'iPinYou' 'Placecast'
 'LifeStreet Media' 'Go2mobi' 'Avazu Mobile DSP' 'netadge' 'Swelen']"
689,Marketing,Mobile Retargeting,"['adjust' 'Yieldmo' 'Perfect Audience' 'Liftoff' 'Remerge' 'Fiksu' 'Jampp'
 'BeAudience' 'myThings' 'Digital Turbine' 'Addict 2 Interaction'
 'TellApart' 'ActionX' '140Proof' 'Fidzup' 'Neerby' 'TapCommerce' 'MobAir']"
690,Testing And QA,Crowdsourced Testing,"['Proved' 'Mockito' 'test IO' 'User Interviews' 'uTest' 'TryMyUI'
 'Global App Testing' 'Rainforest QA' 'Cobalt' 'Validately' 'Testbirds'
 'Userbrain' 'Synack' 'Bugcrowd' 'PingPong' 'Test Army' 'Beta Family'
 'UserTest' 'UserBob' 'MyCrowd' 'MakerSights' '99tests'
 'CrowdsourcedTesting' 'Passbrains' 'crowdsprint' 'Mob4Hire' 'Pay4Bugs'
 'Testbats' 'Usabitest']"
691,Testing And QA,Mobile App Testing,"['HockeyApp' 'BrowserStack' 'Testflight' 'Appetize.io' 'Testfairy'
 'pCloudy' 'UberTesters' 'Testlio' 'Mobilizer' 'Applivery' 'Mob4Hire'
 'Xamarin Test Cloud' 'TestObject' 'Testing with Frank'
 'Bitbar Testing (Formerly Testdroid)' 'Codified Security' 'Testmunk'
 'Synopsys Mobile Application Security Testing']"
692,Testing And QA,Usability Testing,"['SoapUI' 'User Interviews' 'UserZoom' 'Optimal Workshop' 'UsabilityHub'
 'Userbrain' 'Userlytics' 'SiteGuru' 'Centercode' 'Silverback' 'Putler'
 'Aurelius' 'LookTracker' 'UXTesting' 'Testmate' 'Morae' 'CanvasFlip'
 'Screenster' 'Applivery' 'Handrail' 'Helio' 'UXRecord' 'Just Ask Users']"
693,Testing And QA,Unit Testing Frameworks,"['NUnit' 'TestNG' 'Chef InSpec' 'Unit.js' 'Spock' 'EasyMock' 'Wallaby.js'
 'Cantata' 'SimpleTest' 'CppUnit' 'dbForge Unit Test for SQL Server']"
694,Testing And QA,Mobile Test Automation,"['Perfecto' 'pCloudy' 'Testsigma' 'Calabash' 'Squish' 'TestingWhiz'
 'ZAPTEST' 'Xamarin Test Cloud' 'TestObject'
 'Bitbar Testing (Formerly Testdroid)' 'HPE Unified Functional Testing'
 'Testmunk']"
695,Testing And QA,Mobile A/B Testing,"['Taplytics' 'Apptimize' 'SplitMetrics' 'Swrve' 'Leanplum' 'TestNest'
 'Artisan' 'Splitforce' 'Primer' 'OpenText Optimost'
 'Azetone Mobile A/B Testing (Arise.io)']"
696,Product And Design,CAD Software,"['AutoCAD' 'Solidworks' 'Autodesk' 'Autodesk Revit' 'CATIA'
 'Dassault SOLIDWORKS' 'AutoCAD Architecture' 'Autodesk Inventor'
 'AutoCAD Mechanical' 'SolidWorks Premium' 'Oracle Designer' 'AutoCAD MEP'
 'ANSYS Mechanical' 'Archicad' 'Bentley MicroStation' 'Siemens NX'
 'PTC Creo' 'Rhinoceros' 'ANSYS Fluent' 'Creo Parametric' 'Mentor Graphic'
 'ANSYS Workbench' 'AutoCAD LT' 'Style Cad' 'Altium' 'ANSYS CFX'
 'ANSYS HFSS' 'Delcam' 'AutoTURN' 'BricsCAD' 'Onshape'
 '3DEXPERIENCE Platform' 'SOLIDWORKS Visualize' 'Autodesk Alias'
 'Siemens Solid Edge' 'ANSYS SpaceClaim' 'Dassault DraftSight'
 'Autodesk Eagle' 'Altair HyperMesh' 'ANSYS Icepak' 'IMSI TurboCAD'
 'Vectorworks Architect' 'PTC Mathcad' '3ds Max Design' 'DataCAD'
 'IMSI DesignCAD' 'Bentley STAAD' 'Creo Elements/Pro' 'PTC Creo Simulate'
 'EFI Optitex' 'PTC Creo Elements/Direct' 'Siemens I-DEAS'
 'Autodesk PowerShape' 'ANSYS EnSight' 'HydroCAD' 'Dassault 3DVIA'
 'Bentley StormCAD' 'ANSYS SPEOS' 'ANSYS RedHawk' 'Penji'
 'Dassault ICEM Surf' 'FreeCAD' 'Richpeace' 'Bentley SewerCAD'
 'KeyCreator' 'CA Telon' 'Gemini CAD System' 'Crea Solution'
 'Bentley SITEOPS' 'Autodesk AutoSketch' 'Abaqus Unified FEA'
 'Dassault 3DSwYm' 'Trimble EC-CAD' 'Trimble PipeDesigner 3D']"
697,Product And Design,Graphic Design Software,"['Adobe Illustrator' 'Adobe Photoshop' 'Adobe InDesign'
 'Adobe After Effects' 'WordPress Themes' 'CorelDRAW' 'SolidWorks PDM'
 'Autodesk Maya' 'V-Ray' 'NVIDIA GPU' 'Pixlr' 'openElement'
 'Photoshop Elements' 'Autodesk Flame' 'NVIDIA Tesla' 'Removal.AI'
 'Paintshop Pro' 'Affinity Designer' 'Crello' 'PicMonkey' 'accessiBe'
 'Pixelmator' 'Capture One Pro' 'Slazzer' 'Krita' 'Meero' 'NVIDIA Quadro'
 'EDraw Max' 'Affinity Photo' 'BeFunky' 'Snappr' 'Easel.ly' 'NVIDIA OptiX'
 'ArtRage' 'Designify' 'NVIDIA TITAN' 'Design Pickle' 'Car Studio'
 'PhotoRoom' 'Vector Magic' 'PhotoKit' 'Adobe Photoshop Express'
 'autoRetouch' 'Glo3D' 'OpenOffice Draw' 'remove.bg'
 'NVIDIA Tesla V100 GPU' 'NVIDIA Tesla P100 GPU' 'FotoJet' 'Car Cutter'
 'Sketch' 'BannerBoo' 'Object AI' 'Fotor Photo Editor' 'MotorCut' 'Snappa']"
698,Health Tech,Medical Billing,['AthenaHealth' 'CareCloud' 'Greenway Health']
699,Operations Software,Business Process Management (BPM),"['Sage Business Cloud' 'Oracle Project Management' 'Oracle EBS' 'UiPath'
 'Workday Projects' 'Nintex' 'Automation Anywhere' 'Sage 100' 'BluePrism'
 'Appian' 'Sage 100 Contractor' 'Sage Fixed Assets' 'Sage 500'
 'SAP Intelligent Robotic Process Automation' 'Sage 300cloud'
 'Sage Business Cloud X3' 'Kofax Kapow' 'IBM Rational DOORS'
 'Workday Adaptive Planning' 'IBM Rational Team Concert' 'Sage Estimating'
 'AppWorx' 'TIBCO ActiveMatrix' 'ABB Ability'
 'ARIS Enterprise Architecture' 'OpenText MBPM'
 'Sage 300 Construction and Real Estate' 'WorkFusion'
 'Oracle Policy Automation' 'IBM Rational Unified Process'
 'TIBCO Business Studio' 'Workday Professional Services Automation'
 'Sage BusinessWorks' 'Software AG ARIS' 'IBM Rational Change'
 'IBM Rational Synergy' 'Sage 300 People' 'IBM Rational RequisitePro'
 'Red Hat Process Automation Manager' 'iClassPro'
 'ARIS Process Governance' 'webMethods Business Rules'
 'IBM WebSphere Business Modeler'
 'Informatica Business Process Management' 'IBM WebSphere ILOG JRules'
 'ARIS Simulation' 'Zistemo (formerly MoneyPenny)'
 'Sage 50cloud Accounting' 'Sage EasyPay' 'Sage 100cloud'
 'BIOVIA Workbook' 'DELMIA Quintiq' 'Sage DacEasy' 'FortressIQ'
 'DealerCenter' 'IBM Rational Method Composer' 'Khorus'
 'FMX CMMS Software' 'Sage BusinessVision Accounting' 'QualiWare'
 'ARIS Aware' 'Micro Focus Solutions Business Manager'
 'Adaptive Insights Business Planning Cloud' 'My Music Staff'
 'ARIS Process Performance Manager' 'GE AgileTrac' 'Bentley InspectTech'
 'Epicor ManFact' 'Micro Focus Business Process Monitor'
 'webMethods Optimize for Process' 'SS&C AWD' 'Sage Construction Anywhere'
 'MassageBook' 'JBoss Enterprise BRMS' 'ARIS for SAP Solutions'
 'NetSuite Distribution Edition']"
700,Operations Software,Inventory And Order Management,"['Oracle Retail' 'IBM Sterling Order Management'
 'Manhattan Order Management' 'Zoho Inventory' 'TradeGecko'
 'Oracle Order Management Cloud' 'Unleashed' 'Acctivate'
 'Infor SunSystems' 'FileMaker Go' 'OrderDynamics'
 'SAP Fieldglass Vendor Management System' 'Stitch Labs' 'DSI dcLINK'
 'SellerCloud' 'Finale Inventory' 'Manhattan Active Omni' 'Skubana'
 'Oracle PeopleSoft Inventory' 'EZOfficeInventory' 'Orderhive'
 'Manhattan Enterprise Inventory' 'OrderMotion' 'Dsco' 'Megaventory'
 'Oracle PeopleSoft Order Management']"
701,Operations Software,Facilities Management,"['Infor Enterprise Asset' 'eMaint' 'Asset Panda' 'Accruent' 'iOffice'
 'ServiceChannel' 'Cityworks' 'Corrigo' 'NetFacilities' 'WebTMA'
 'Limble CMMS' 'Serraview' 'Hippo CMMS' 'Manhattan Centerstone' 'Axxerion'
 'ServiceNow Facilities Service Management' 'WinEst']"
702,Operations Management,Product Lifecycle Management,"['Quip' 'Visual Studio Team Services' 'monday.com' 'Pivotal Tracker'
 'Aha!' 'UserVoice' 'Siemens Teamcenter' 'Siemens PLM'
 'SAP Product Lifecycle Management' 'Assembla' 'SAP Variant Configuration'
 'craft' 'Intelex' 'productboard' 'Arena PLM' 'Changepoint'
 'Dassault ENOVIA' 'Backbone PLM' 'Taiga' 'BlueCherry' 'iRise'
 'Oracle Agile Product Lifecycle Management'
 'Infor Product Lifecycle Management' 'SpiraTeam' 'SupplyCompass'
 'Roadmunk' 'Arena Solutions' 'CA Release Automation' 'ALM Octane'
 'GitPrime' 'Favro' 'Arena PLM & QMS' 'Wizeline Roadmap' 'Zilingo'
 'PTC FlexPLM' 'Greenlight Guru' 'InvGate Assets'
 'Siemens Teamcenter Visualization' 'Mercado Labs' 'ProdPad' 'RAM CMMS'
 'DevSuite' 'SyncForce' 'Anvyl' 'Autodesk Fusion Lifecycle'
 'Greenlight Guru Product Development' 'ProWorkflow' 'VisionFlow'
 'Infor Optiva' 'Upchain' 'Elmo Solutions' 'Ciiva' 'BINOCS' 'QADEX'
 'ProjecTools Engineering & Commissioning' 'CMPRO' 'Milestone Planner'
 'Acropolis' '4G:PLM' 'Fashinza' 'DEXMA PLM +' 'iPlanWare PPM'
 'Oracle Database Lifecycle Management Pack' 'Lanor.io']"
703,Technology,Technology Design And Architecture,['Oracle SOA' 'Lumion' 'Intel Quartus' 'Synopsys Design Compiler']
704,Industrial Engineering And Manufacturing,Engineering And Manufacturing,"['Agilent' 'FactoryTalk' 'ABB Robotics' 'Maintenance Connection'
 'Inductive Automation' 'Asset Essentials' 'Fiix Software' 'AC500 PLC'
 'ABB Automation Builder']"
705,Business,Business Strategy,"['Blue State Digital' 'The Harris Consulting Group' 'Catalant'
 'Inflow Communications' 'Alta Vista Technology' 'Stratigens']"
706,Marketing,Ad Serving,"['Google AdSense' 'Outbrain' 'FlashTalking' 'Media.net' 'ClickCease'
 'MADS' 'Hooklogic' 'OpenX' 'AdButler' 'AppNexus' 'Adition' 'ZEDO'
 'Smaato' 'Smart AdServer' 'Epom Ad Server' 'Extreme Reach' 'DeepIntent'
 'Aarki' 'PageFair' 'AdPlugg' 'Adhese' 'AdSpeed.com Ad Server' 'Adzerk'
 'Admotion' 'Bannerflow' 'Medialets Servo' 'AVID Ad Server' 'Cablato'
 'Citrus Ad' 'eyeReturn' 'OxaMedia' 'Adswerve' 'VertaMedia' 'TrafficHaus'
 'AdOcean' 'SAY Media' 'AdSpirit' 'MoPub' 'Total Media' 'dJAX Adserver'
 'Sulvo Surge' 'Adverticum AdServer' 'Pubvantage' 'Mth Sense' 'Specle'
 'Lead iD' 'MyAdMarket' 'SAS Intelligent Advertising for Publishers'
 'HaxHax' 'Inout Adserver' 'CPXcenter']"
707,Marketing,Online Audience Data,"['inMarket' 'Sojern' 'Tapad' 'PulsePoint' 'dstillery' 'Epsilon'
 'Lotame Data Management Platform (DMP)' 'Sirdata'
 'Connexity Audience Targeting' 'Eyeota' 'Bombora Company Surge'
 'Specefic Media' 'Simon Data' 'Effective Measure' 'Vserv' 'eXelate'
 'Weborama' 'UberAds' 'DataSift' 'eyeReturn' 'ExactDrive'
 'Experian Marketing Suite' 'StatSocial' 'Cross Pixel' 'Datonics'
 'Oracle Data Cloud (Bluekai/Datalogix)' 'Oracle Datalogix' 'Cintell'
 'Dataline' 'Zeeto' 'DTScout' 'PushSpring' 'AudienceScience'
 'ChoiceStream' 'BizProspex' 'Deep Social' 'Hivewyre' 'PeoplePattern'
 'Datafinder' 'V12 Launchpad Marketing Cloud' 'Audience Partners'
 'Pricing Engine' 'Magi Metrics' 'PR Newswire MediaRoom'
 'AmeriLINK Consumer Database' 'INgageHub']"
708,Marketing,Promotional Marketing,"['Privy' 'Tailwind' 'Gleam' 'Rafflecopter' 'Woobox' 'Snipp' 'ViralSweep'
 'Hello World (formerly ePrize)' 'PromoSimple' 'KingSumo' 'Reviewr'
 'ShortStack' 'UpViral' 'Prefinery' 'Heyo' 'SocialAppsHQ' 'Gupshup'
 '22Social' 'Votigo' 'Skild' 'Kiip' 'VOUBS' 'Strutta' 'Metaps' 'DojoMojo'
 'Promolta' 'Kontest' 'Contest Domination' 'Printfection'
 '360 Photo Contest' 'GroSocial' 'ViralMint' 'Zipdial (Twitter Zipdial)'
 'HeadTalker' 'Tabfoundry' 'Contest Factory' 'Friend2Friend' 'Woorise'
 'Contest Burner' 'Fanpoint' 'Socialwally' 'Make My Contest' 'Splurgy'
 'Peadler' 'FetchBot' 'Competizer Platform']"
709,Marketing,Online Survey,"['123FormBuilder' 'SurveyMonkey' 'Typeform' 'Formstack' 'Qualtrics'
 'VerticalResponse' 'SurveyGizmo' 'SmartSurvey' 'ProProfs Training Maker'
 'Survio' 'Antlere' 'UserReport' 'Survicate' 'Snap Surveys' 'InTouch'
 'Survmetrics' 'Omniconvert' 'Site24x7' 'ActiveTrail' 'Nextiva'
 'AskNicely' 'Key Survey' 'Survata' 'Qualifio' 'Voxco Survey Software'
 'Checkbox Survey' 'Repsly Mobile CRM' 'FluidSurveys' 'Eval&GO' 'Peakon'
 'eEndorsements.com' 'Hyphen' 'CheckMarket' 'CustomerSure' 'GoSpotCheck'
 'SurveyLegend' 'QuickTapSurvey' 'CoolTool' 'Survs' 'Nicereply' 'MaritzCX'
 'Novi Survey' 'Zonka Feedback' 'SurveyLab' 'Akkroo' 'Contactology'
 'Survey Anyplace' 'Talmetrix' 'SurveyExpression' 'emfluence' 'SightMill'
 'Datagame' 'Harvest Your Data']"
710,Marketing,Content Discovery Platform,"['Taboola' 'Mix' 'UpContent' 'Curalate' 'InMobi' 'Written' 'Livefyre'
 'Engageya' 'ContentStudio' 'Wordsmith' 'Quuu' 'Skillport'
 'Adsy - Content Marketing Platform' 'Zype' 'Zest.is' 'Filtr8' 'DrumUp'
 'OpenText Discovery' 'Scopio' 'Tracx' 'Limk' 'Anders Pink' 'Gnowit'
 'ClearView Social' 'ContentGems' 'brax.io' 'StoryBox' 'Sociallymap'
 'StoryStream' 'Cision Communications Cloud' 'GENWI' 'Celltick'
 'SocialWeaver' 'Outbrain Amplify' 'Selerity' 'NTENT' 'ShareRoot' ""Sorc'd""
 'Seva' 'LookbookHQ' 'PushApps' 'Vinja' 'Tapatalk' 'Socialwally'
 'Facebook Signal' 'NewsMonitor' 'Sugggest' 'Annex Cloud Visual Commerce']"
711,Marketing,Attribution Tracking,"['Branch Metrics' 'FlashTalking' 'NEAR' 'Marketshare' 'AppsFlyer' 'adjust'
 'Kenshoo' 'Kochava' 'Exactag' 'Placed' 'Convertro' 'Marketing Evolution'
 'Rakuten DC Storm' 'Ruler Analytics' 'AdClear' 'CallTrackingMetrics'
 'Working Planet' 'Visual IQ' 'Conversion Logic' 'Medialets Servo'
 'Drawbridge' 'BrightFunnel' '4INFO' 'Singular' 'Tenjin' 'TapStream'
 'Adometry' 'TargetingMantra' 'Interstate Analytics' 'Oracle Datalogix'
 'OfferIt' 'mTraction' 'Google Attribution' 'Adinton' 'SOOMLA' 'vNative'
 'C3 Metrics' 'Carrrot' 'Tractionboard' 'Yozio' 'nxus'
 'IBM Digital Analytics Impression Attribution' 'Blix' 'Encore Ensemble']"
712,Marketing,Advertising Optimization,"['Google Ads' 'AdRoll' 'Criteo' 'Vidyard' 'NetSuite' 'Outbrain' 'Asana'
 'Smartsheet' 'SEMrush' 'WordStream Advisor' 'monday.com' 'Reviews.co.uk'
 'Justuno' 'Tapfiliate' 'Workfront' 'Demandbase' 'GoBig, Inc.' 'Ezoic'
 'SinglePlatform' 'Qzzr' 'SendPulse' 'Yellow Pages' 'Marketing 360'
 'AdThrive' 'Cxense' 'Nosto' 'Bannersnack' 'Flite' 'Assembla' 'TimeHero'
 'SpotXchange' 'Accelo' 'AdHawk' 'TUNE Marketing Console' 'Smart AdServer'
 'Rocket Fuel' 'Appforma' 'Workamajig' 'Piksel' 'Epom Ad Server' 'Yodle'
 'FreshBooks' 'AdPlugg' 'Marin Software' 'YuMe' 'Metadata' 'Adpushup'
 'Shape.io' 'adCore' 'Spongecell' 'Admiral' 'Bizo' 'Sortable' 'Advanse'
 'Resource Guru' 'ActiveCollab' 'Neustar' 'Browsi' 'Bannerflow'
 'Smartly.io' 'Chango' 'Picreel' 'ConversionRuler' 'SocialEngine Cloud'
 'BrightRoll' 'MediaRadar' 'Mvix Digital Signage'
 'Roku OneView (formerly Dataxu)' 'Glip' 'ReportGarden'
 'Admost Mediation Router' 'Enplug DisplayOS' 'FunctionFox'
 'WhatRunsWhere' 'Boost Media' 'TapClicks' 'Favro' 'ADSHIFT' 'Qwaya'
 'Scoro' 'Pear Commerce' 'Broadstreet' 'Easy Projects' 'Pixability'
 'Stupeflix Studio' 'Boostable' 'Driftrock Flow' 'WorkBook' 'Simulmedia'
 'YellowHammer' 'DeltaX' 'BEYABLE' 'Click2Mail Mailing Online' 'AdStage'
 'truDigital Signage' 'Danads' 'Komoona' 'FatTail' 'Workgroups DaVinci'
 'Madgicx' 'Kritter' 'Mad Ads Media' 'ProofHub' 'RocketROI' 'EverThere'
 'Blockthrough' 'Finelink 2.0' 'Zalster' 'SimpleFeed' 'Mabaya' 'Ignitur'
 'Ad Proof' 'AdXcel' 'Social Ads Tool' 'AdLeg' 'Quarizmi' 'Moloco Ads'
 'Direct Mail Manager' 'Storefront Social' 'Taykey' 'TLV Media'
 'ConvertMedia' 'SignEdge' 'AdYapper' 'Doorboost' 'Hyperlocology'
 'Ad6 Media' 'Akamai Acerno' 'Adform FLOW' 'Leadza' 'Teacup Analytics'
 'Releadgion']"
713,Computer Networks,Network Management,"['SolarWinds' 'Cisco Meraki' 'Cisco SD-WAN' 'SaltStack' 'Extreme Networks'
 'Oracle GlassFish' 'amazon Route 53' 'ISPConfig' 'Juniper'
 'Cisco Prime Infrastructure' 'Cambium' 'Colt'
 'Cisco Wide Area Application Services' 'Riverbed SteelCentral'
 'Cisco DNA Center' 'Silver Peak' 'Kaseya VSA' 'SAS/ACCESS' 'ThousandEyes'
 'SevOne' 'Silver Peak Unity Boost' 'Meraki MR Series' 'Verizon XO'
 'Auvik' 'Cisco Data Center Network Manager' 'Citrix SD-WAN'
 'Kentik Detect' 'CA NSM' 'CA NetQoS' 'Meraki MX Series' 'SAS/Connect'
 'Adentro' 'Meraki MS Series' 'Purple WIFI' 'Juniper Contrail' 'OpenNMS'
 'Social WIFI' 'Corvil' 'AppViewX' 'Akamai Edge' 'F5 BIG-IP Suite'
 'AWS PrivateLink' 'VMware vRealize Network Insight' 'Aerohive Networks'
 'Juniper Trapeze' 'Plixer International'
 'Microsoft Azure Network Watcher' 'VMware vCenter Lab Manager'
 'CA Unified Infrastructure Management' 'Amazon Managed Blockchain'
 'Qwilt' 'Netmon' 'Skyfii' 'BMC BladeLogic Network Automation'
 'HP Performance Insight' 'ManageEngine Network Configuration Manager'
 'Cisco Validated Designs' 'Cisco Digital Media Suite' 'ITmanager'
 'SAS Grid Manager' 'Micro Focus Network Node Manager'
 'Cisco Application Policy Infrastructure Controller'
 'Juniper Network Management' 'LogZilla' 'Apcon Network Monitoring'
 'CA NetMaster' 'Netscan' 'Cisco Nexus Fabric Manager' 'ServerSuit'
 'My WIFI Networks' 'Magna5' 'Yelp WIFI' 'Komodo' 'System Frontier'
 'Akamai HD' 'HP Route Analytics Management'
 'Micro Focus Discovery and Dependency Mapping Inventory (DDMI)'
 'Cisco Open SDN Controller' 'SolarWinds Network Management'
 'Rocket NetCure'
 'Alcatel-Lucent OmniVista 8770 Network Management System'
 'Tripadvisor WIFI' 'AppViewX ADC+' 'Corente Cloud Services Exchange'
 'Fortinet FortiCache' 'CA NetQoS NetVoyant'
 'Akamai IP Application Accelerator (IPA)' 'Unifi Connect Platform']"
714,Testing And QA,Test Automation,"['CircleCI' 'Bitbucket Pipelines' 'Katalon' 'BrowserStack' 'Perfecto'
 'Testing Anywhere' 'Katalon Studio' 'BlazeMeter' 'ReadyAPI Test'
 'SmartBear TestComplete' 'Tricentis Tosca' 'Cucumber' 'Ranorex Studio'
 'Provar' 'Telerik Test Studio' 'Applitools' 'Blackfire.io'
 'Robot Framework' 'Mabl' 'Rapise' 'PageHero' 'Eggplant' 'qTest'
 'IBM Rational' 'Functionize' 'accelQ' 'Testsigma' 'Qunit' 'TestLodge'
 'Qualitia' 'LogiGear' 'Squish' 'Tellurium' 'TestingWhiz' 'Assertible'
 'CloudQA' 'Pentest-Tools.com' 'Appvance UTP' 'Selendroid' 'Usetrace'
 'Fluxguard' 'TestCraft' 'Endtest' 'ZAPTEST' 'Mobile Labs' 'UsersThink'
 'TimeShiftX' 'QaTraq' 'Agitar' 'EasyQA' 'Sahi Pro' 'Screener.io'
 'Solano CI' 'Hiptest' 'OPTIMA' 'Xamarin Test Cloud' 'SmartBear TestLeft'
 'TestObject' 'vTest' 'Bqurious' 'Bitbar Testing (Formerly Testdroid)'
 'HPE Unified Functional Testing' 'Leaptest' 'Worksoft Certify'
 'AttackFlow' 'Sphere Engine' 'Testlauncher'
 'CA Continuous Application Insight' 'STAF' 'Testmunk' 'SwiftAssess'
 'QARA' 'Parasoft SOAtest' 'Parrot QA' 'Test Odyssey' 'STBSuite']"
715,Testing And QA,Performance And Load Testing,"['PageSpeed Tools' 'Apache JMeter' 'Torbit' 'Loader' 'WAPT'
 'Telerik Test Studio' 'DareBoost' 'Catchpoint'
 'eggPlant Test Automation Suite' 'Blitz' 'Blackfire.io' 'Load Impact'
 'P3 (Plugin Performance Profiler)' 'Locust' 'LambdaTest' 'LoadStorm'
 'GTmetrix' 'Sitespeed' 'Flood IO' 'Calibre App' 'Login VSI' 'Artillery'
 'Pepperdata' 'SmartMeter.io' 'Micro Focus Performance Center' 'OctoPerf'
 'Tricentis Neoload' 'The Grinder' 'Siege' 'Akamai CloudTest' 'QA Cafe'
 'NeoLoad' 'SmartBear AlertSite' 'LoadFocus' 'SmartBear LoadUI Pro'
 'Loadster' 'WebLOAD' 'StormForger' 'EveryStep' 'LogNormal' 'Nazar'
 'Blue Triangle Technologies' 'StresStimulus' 'Ivanti Performance Manager'
 'AgileLoad' 'WEBO Software' 'Apica Load Testing' 'XRebel' 'UbikLoadPack'
 'Apica ZebraTester' 'JCrawler']"
